-7.8331e-06,1.9995e-06,4.5961e-06,7.5661e-07,1.0707e-05,-4.4826e-06,7.2716e-07,-2.5465e-06,5.7723e-06,6.863e-07
-7.5137e-06,3.1195e-06,4.3559e-06,4.4562e-07,9.3511e-06,-3.7301e-06,5.5712e-07,-2.1368e-06,5.2261e-06,-1.8418e-07
-7.2381e-06,3.7709e-06,3.8194e-06,1.3295e-07,7.5585e-06,-2.807e-06,4.8308e-07,-1.5935e-06,4.5858e-06,-8.2045e-07
-7.0284e-06,3.943e-06,2.9504e-06,-1.0727e-07,5.4777e-06,-1.7403e-06,5.1093e-07,-8.9765e-07,3.8437e-06,-1.1936e-06
-6.8778e-06,3.7095e-06,1.7341e-06,-2.0073e-07,3.2543e-06,-5.6717e-07,6.2562e-07,-6.0226e-08,3.0179e-06,-1.3379e-06
-6.7554e-06,3.2035e-06,1.8678e-07,-8.4594e-08,1.0366e-06,6.6304e-07,7.8119e-07,8.8013e-07,2.1398e-06,-1.3391e-06
-6.6237e-06,2.581e-06,-1.6427e-06,2.6791e-07,-1.0265e-06,1.8954e-06,8.9933e-07,1.8612e-06,1.2454e-06,-1.2951e-06
-6.4502e-06,1.9934e-06,-3.6708e-06,8.2901e-07,-2.8093e-06,3.0753e-06,8.9362e-07,2.8206e-06,3.7365e-07,-1.2802e-06
-6.213e-06,1.5755e-06,-5.7766e-06,1.5195e-06,-4.2299e-06,4.1464e-06,7.1074e-07,3.72e-06,-4.3635e-07,-1.3369e-06
-5.9031e-06,1.4328e-06,-7.8116e-06,2.2316e-06,-5.2514e-06,5.0457e-06,3.5451e-07,4.5436e-06,-1.1549e-06,-1.4845e-06
-5.5162e-06,1.6103e-06,-9.6263e-06,2.8506e-06,-5.873e-06,5.7053e-06,-1.2317e-07,5.2823e-06,-1.7684e-06,-1.7219e-06
-5.0406e-06,2.0681e-06,-1.1097e-05,3.2691e-06,-6.1205e-06,6.0709e-06,-6.4793e-07,5.9229e-06,-2.2797e-06,-2.0195e-06
-4.4587e-06,2.6982e-06,-1.2134e-05,3.4061e-06,-6.045e-06,6.1238e-06,-1.143e-06,6.4412e-06,-2.6985e-06,-2.3194e-06
-3.7555e-06,3.3707e-06,-1.2683e-05,3.2312e-06,-5.724e-06,5.8882e-06,-1.5394e-06,6.7983e-06,-3.029e-06,-2.5549e-06
-2.9232e-06,3.97e-06,-1.2716e-05,2.774e-06,-5.2508e-06,5.419e-06,-1.7859e-06,6.9464e-06,-3.2713e-06,-2.6755e-06
-1.9744e-06,4.405e-06,-1.2247e-05,2.1003e-06,-4.7106e-06,4.7818e-06,-1.8584e-06,6.8509e-06,-3.4355e-06,-2.6534e-06
-9.5259e-07,4.6071e-06,-1.1327e-05,1.2749e-06,-4.1587e-06,4.0333e-06,-1.7571e-06,6.5172e-06,-3.5438e-06,-2.4722e-06
7.6332e-08,4.5347e-06,-1.0047e-05,3.4656e-07,-3.6207e-06,3.2136e-06,-1.4946e-06,6.007e-06,-3.6132e-06,-2.1251e-06
1.042e-06,4.1868e-06,-8.5135e-06,-6.3488e-07,-3.113e-06,2.3561e-06,-1.0914e-06,5.4304e-06,-3.6432e-06,-1.6369e-06
1.8859e-06,3.6115e-06,-6.8363e-06,-1.5957e-06,-2.6519e-06,1.5001e-06,-5.7635e-07,4.9121e-06,-3.6233e-06,-1.0829e-06
2.573e-06,2.8997e-06,-5.1196e-06,-2.4394e-06,-2.2422e-06,6.8806e-07,1.5261e-08,4.5508e-06,-3.5502e-06,-5.6772e-07
3.097e-06,2.1674e-06,-3.4557e-06,-3.0657e-06,-1.8738e-06,-4.3794e-08,6.4321e-07,4.4021e-06,-3.4334e-06,-1.8201e-07
3.4715e-06,1.5263e-06,-1.9105e-06,-3.4006e-06,-1.5355e-06,-6.6316e-07,1.2599e-06,4.4861e-06,-3.2803e-06,2.3167e-08
3.7161e-06,1.0557e-06,-5.1263e-07,-3.4235e-06,-1.2255e-06,-1.1391e-06,1.8181e-06,4.8019e-06,-3.0852e-06,3.8159e-08
3.8509e-06,7.9237e-07,7.3609e-07,-3.1656e-06,-9.4297e-07,-1.4584e-06,2.2904e-06,5.3242e-06,-2.8449e-06,-1.1458e-07
3.9002e-06,7.2985e-07,1.833e-06,-2.6841e-06,-6.7179e-07,-1.6461e-06,2.6777e-06,5.9788e-06,-2.5794e-06,-3.8904e-07
3.8922e-06,8.2609e-07,2.7577e-06,-2.047e-06,-3.7764e-07,-1.7597e-06,2.9924e-06,6.6383e-06,-2.3288e-06,-7.1949e-07
3.8555e-06,1.026e-06,3.4844e-06,-1.3282e-06,-2.6798e-08,-1.8587e-06,3.2392e-06,7.1569e-06,-2.1286e-06,-1.033e-06
3.8164e-06,1.2879e-06,4.0036e-06,-5.9307e-07,3.9337e-07,-1.9818e-06,3.4154e-06,7.4092e-06,-1.9818e-06,-1.2755e-06
3.7989e-06,1.5991e-06,4.3271e-06,1.2231e-07,8.7463e-07,-2.1485e-06,3.5213e-06,7.3064e-06,-1.8545e-06,-1.4256e-06
3.8228e-06,1.9708e-06,4.4771e-06,8.1448e-07,1.4043e-06,-2.3668e-06,3.5536e-06,6.8033e-06,-1.6976e-06,-1.4843e-06
3.8966e-06,2.4141e-06,4.4731e-06,1.4861e-06,1.9713e-06,-2.6342e-06,3.4948e-06,5.9069e-06,-1.4785e-06,-1.4561e-06
4.019e-06,2.9207e-06,4.33e-06,2.1139e-06,2.5481e-06,-2.933e-06,3.3255e-06,4.6797e-06,-1.1893e-06,-1.3405e-06
4.1903e-06,3.4644e-06,4.0714e-06,2.6455e-06,3.0723e-06,-3.2301e-06,3.0496e-06,3.2367e-06,-8.3024e-07,-1.1394e-06
4.4149e-06,4.0136e-06,3.7406e-06,3.0283e-06,3.4624e-06,-3.4875e-06,2.703e-06,1.728e-06,-4.0281e-07,-8.7303e-07
4.689e-06,4.5338e-06,3.3964e-06,3.24e-06,3.655e-06,-3.6747e-06,2.3388e-06,3.0469e-07,7.6628e-08,-5.8726e-07
4.9838e-06,4.9803e-06,3.092e-06,3.2873e-06,3.6275e-06,-3.7744e-06,2.0071e-06,-9.0253e-07,5.6528e-07,-3.3603e-07
5.2366e-06,5.2985e-06,2.8511e-06,3.1859e-06,3.3918e-06,-3.7787e-06,1.7469e-06,-1.7835e-06,1.0008e-06,-1.5604e-07
5.3604e-06,5.437e-06,2.6684e-06,2.9461e-06,2.9752e-06,-3.6846e-06,1.5848e-06,-2.2568e-06,1.3212e-06,-5.6763e-08
5.2712e-06,5.3616e-06,2.5366e-06,2.5796e-06,2.4108e-06,-3.4981e-06,1.5329e-06,-2.2899e-06,1.4856e-06,-1.9935e-08
4.921e-06,5.0583e-06,2.4529e-06,2.115e-06,1.7376e-06,-3.2464e-06,1.5797e-06,-1.9181e-06,1.4765e-06,-1.4194e-09
4.3107e-06,4.5275e-06,2.4011e-06,1.6018e-06,1.0011e-06,-2.9811e-06,1.6758e-06,-1.252e-06,1.2891e-06,6.0863e-08
3.4816e-06,3.7843e-06,2.3475e-06,1.0946e-06,2.431e-07,-2.7638e-06,1.7373e-06,-4.5123e-07,9.391e-07,2.3589e-07
2.4967e-06,2.8669e-06,2.2624e-06,6.2731e-07,-5.0908e-07,-2.6398e-06,1.6779e-06,3.3259e-07,4.8067e-07,5.8812e-07
1.4255e-06,1.8417e-06,2.1405e-06,2.028e-07,-1.2425e-06,-2.6252e-06,1.4448e-06,9.8762e-07,4.2802e-10,1.1618e-06
3.3553e-07,7.9443e-07,2.0021e-06,-1.9393e-07,-1.9415e-06,-2.7079e-06,1.0281e-06,1.439e-06,-4.1167e-07,1.9614e-06
-7.0378e-07,-1.8148e-07,1.8755e-06,-5.8085e-07,-2.5724e-06,-2.8515e-06,4.4536e-07,1.6491e-06,-6.9323e-07,2.9475e-06
-1.62e-06,-1.0013e-06,1.7786e-06,-9.7581e-07,-3.0894e-06,-2.9982e-06,-2.7414e-07,1.6254e-06,-8.2779e-07,4.0507e-06
-2.3523e-06,-1.6116e-06,1.7167e-06,-1.3912e-06,-3.4526e-06,-3.0742e-06,-1.0828e-06,1.418e-06,-8.4071e-07,5.1795e-06
-2.8617e-06,-1.9998e-06,1.6955e-06,-1.8221e-06,-3.6341e-06,-3.0057e-06,-1.9003e-06,1.1082e-06,-7.7861e-07,6.2251e-06
-3.122e-06,-2.1841e-06,1.7319e-06,-2.2435e-06,-3.6198e-06,-2.7432e-06,-2.6237e-06,7.9468e-07,-6.8782e-07,7.0787e-06
-3.1194e-06,-2.2065e-06,1.8459e-06,-2.6248e-06,-3.4071e-06,-2.2771e-06,-3.1686e-06,5.5954e-07,-6.0254e-07,7.6548e-06
-2.8686e-06,-2.1321e-06,2.0412e-06,-2.9507e-06,-3.0003e-06,-1.6264e-06,-3.5087e-06,4.2146e-07,-5.4255e-07,7.9006e-06
-2.4218e-06,-2.0352e-06,2.2992e-06,-3.2338e-06,-2.4143e-06,-8.1721e-07,-3.6791e-06,3.2321e-07,-5.1262e-07,7.7896e-06
-1.8571e-06,-1.9682e-06,2.5957e-06,-3.5019e-06,-1.685e-06,1.1715e-07,-3.7488e-06,1.6709e-07,-5.0412e-07,7.3093e-06
-1.2555e-06,-1.9444e-06,2.9137e-06,-3.7627e-06,-8.6634e-07,1.118e-06,-3.7978e-06,-1.363e-07,-5.0262e-07,6.4558e-06
-6.8801e-07,-1.9592e-06,3.2369e-06,-3.9788e-06,-1.3414e-08,2.1011e-06,-3.9099e-06,-6.4053e-07,-4.9865e-07,5.2466e-06
-2.1237e-07,-2.0248e-06,3.5446e-06,-4.0794e-06,8.2979e-07,2.9787e-06,-4.1628e-06,-1.3579e-06,-4.952e-07,3.7434e-06
1.3127e-07,-2.1715e-06,3.8202e-06,-3.992e-06,1.6274e-06,3.6854e-06,-4.6096e-06,-2.2577e-06,-5.0301e-07,2.0543e-06
3.3826e-07,-2.4196e-06,4.0622e-06,-3.6602e-06,2.3369e-06,4.1892e-06,-5.2576e-06,-3.2722e-06,-5.2684e-07,3.0763e-07
4.5633e-07,-2.7622e-06,4.2826e-06,-3.046e-06,2.9024e-06,4.4913e-06,-6.0568e-06,-4.3203e-06,-5.5916e-07,-1.3781e-06
5.6786e-07,-3.1791e-06,4.4895e-06,-2.1295e-06,3.2729e-06,4.6229e-06,-6.9029e-06,-5.3295e-06,-5.8756e-07,-2.9091e-06
7.3647e-07,-3.6527e-06,4.6759e-06,-9.1463e-07,3.4333e-06,4.6402e-06,-7.6577e-06,-6.2416e-06,-6.0586e-07,-4.2122e-06
9.7107e-07,-4.1683e-06,4.8245e-06,5.6241e-07,3.4101e-06,4.6189e-06,-8.172e-06,-7.0004e-06,-6.1949e-07,-5.2309e-06
1.245e-06,-4.7048e-06,4.9205e-06,2.2275e-06,3.2508e-06,4.6363e-06,-8.3044e-06,-7.5429e-06,-6.4603e-07,-5.9318e-06
1.5346e-06,-5.2238e-06,4.9567e-06,3.9793e-06,3.0081e-06,4.7313e-06,-7.9573e-06,-7.822e-06,-7.1371e-07,-6.3178e-06
