1.969035e-003,1.722137e-004
1.879898e-003,1.506590e-004
1.403101e-003,1.214872e-004
5.119027e-004,8.761556e-005
-6.736051e-004,5.520250e-005
-1.925884e-003,2.748933e-005
-3.062450e-003,1.720949e-006
-3.968237e-003,-2.518189e-005
-4.562696e-003,-5.078821e-005
-4.739025e-003,-7.137050e-005
-4.407761e-003,-8.595638e-005
-3.605209e-003,-9.730095e-005
-2.507699e-003,-1.067007e-004
-1.374213e-003,-1.130213e-004
-4.651892e-004,-1.139937e-004
6.346784e-005,-1.084835e-004
2.057612e-004,-9.632856e-005
7.367795e-005,-7.412562e-005
-1.807646e-004,-4.252288e-005
-4.206212e-004,-8.975361e-006
-5.527044e-004,1.663096e-005
-5.355255e-004,2.781346e-005
-3.721637e-004,2.214118e-005
-9.875954e-005,6.420843e-006
2.247228e-004,-1.682422e-006
5.307022e-004,1.014835e-005
7.634282e-004,4.353380e-005
8.947012e-004,9.118101e-005
9.267902e-004,1.456350e-004
8.947012e-004,1.937684e-004
8.502953e-004,2.167816e-004
8.342508e-004,2.054371e-004
8.629364e-004,1.671896e-004
9.232247e-004,1.201907e-004
9.810821e-004,8.323980e-005
1.006527e-003,6.800567e-005
9.867544e-004,7.319175e-005
9.183628e-004,8.405013e-005
8.135064e-004,8.664317e-005
6.917953e-004,7.837785e-005
5.678153e-004,5.941620e-005
4.569625e-004,2.570661e-005
3.731747e-004,-3.101624e-005
3.158036e-004,-1.123730e-004
2.835526e-004,-2.100984e-004
2.788527e-004,-3.039342e-004
3.083486e-004,-3.638984e-004
3.725264e-004,-3.673017e-004
4.760862e-004,-3.149546e-004
6.326414e-004,-2.219292e-004
8.316578e-004,-1.097800e-004
1.013981e-003,5.864920e-007
1.081887e-003,9.118101e-005
9.478587e-004,1.542244e-004
5.927733e-004,1.835582e-004
8.648111e-005,1.832341e-004
-4.420138e-004,1.605450e-004
-8.669490e-004,1.281319e-004
-1.117664e-003,9.588090e-005
-1.167742e-003,6.427816e-005
-1.032094e-003,3.008238e-005
-7.525309e-004,-5.896120e-006
-3.873978e-004,-3.522994e-005
3.503668e-006,-4.414354e-005
3.704196e-004,-2.550602e-005
6.838541e-004,1.711715e-005
9.384589e-004,7.238143e-005
1.146713e-003,1.286181e-004
1.303917e-003,1.795066e-004
1.373929e-003,2.213195e-004
1.312506e-003,2.511395e-004
1.077349e-003,2.645909e-004
6.543581e-004,2.584324e-004
8.761556e-005,2.346088e-004
-5.360117e-004,2.018716e-004
-1.148294e-003,1.731861e-004
-1.711147e-003,1.548727e-004
-2.205771e-003,1.487142e-004
-2.602021e-003,1.517934e-004
-2.856626e-003,1.514693e-004
-2.933770e-003,1.427178e-004
-2.829886e-003,1.193804e-004
-2.564584e-003,7.708132e-005
-2.171575e-003,1.744128e-005
-1.694617e-003,-5.435365e-005
-1.170011e-003,-1.334415e-004
-5.982447e-004,-2.071812e-004
3.024445e-005,-2.609869e-004
6.968193e-004,-2.818933e-004
1.334547e-003,-2.634179e-004
1.827875e-003,-2.159328e-004
2.045206e-003,-1.543479e-004
1.893674e-003,-9.373551e-005
