-7.0167e-06,-7.3104e-06,-8.5789e-06,-2.7138e-06,-7.9076e-06,7.6039e-06,8.2896e-06,1.6461e-05,1.1286e-05,-5.2967e-06
-6.6758e-06,-7.3142e-06,-7.6232e-06,-2.1975e-06,-6.7939e-06,7.4823e-06,7.8438e-06,1.6366e-05,1.0014e-05,-4.8718e-06
-6.1403e-06,-6.841e-06,-6.8628e-06,-1.4171e-06,-5.4235e-06,7.6164e-06,7.395e-06,1.6067e-05,8.4598e-06,-4.2223e-06
-5.3942e-06,-5.961e-06,-6.3992e-06,-3.808e-07,-3.96e-06,8.026e-06,6.9829e-06,1.5572e-05,6.668e-06,-3.4926e-06
-4.4352e-06,-4.7639e-06,-6.3031e-06,8.5825e-07,-2.5592e-06,8.6677e-06,6.6457e-06,1.4889e-05,4.6796e-06,-2.8287e-06
-3.2753e-06,-3.3484e-06,-6.5878e-06,2.2122e-06,-1.3489e-06,9.4482e-06,6.421e-06,1.4024e-05,2.5423e-06,-2.3493e-06
-1.9396e-06,-1.8255e-06,-7.2003e-06,3.5773e-06,-4.1988e-07,1.0249e-05,6.3405e-06,1.2975e-05,3.2084e-07,-2.1397e-06
-4.685e-07,-3.1661e-07,-8.0339e-06,4.8507e-06,1.7436e-07,1.0944e-05,6.4258e-06,1.1742e-05,-1.9045e-06,-2.2543e-06
1.08e-06,1.0637e-06,-8.9538e-06,5.9419e-06,4.2268e-07,1.1423e-05,6.6881e-06,1.0339e-05,-4.0475e-06,-2.7034e-06
2.6395e-06,2.2295e-06,-9.8216e-06,6.7814e-06,3.5756e-07,1.1609e-05,7.1256e-06,8.803e-06,-6.0245e-06,-3.436e-06
4.1438e-06,3.1315e-06,-1.0507e-05,7.3268e-06,4.1907e-08,1.1478e-05,7.7155e-06,7.1868e-06,-7.7627e-06,-4.3378e-06
5.5258e-06,3.7506e-06,-1.0896e-05,7.5673e-06,-4.4447e-07,1.1063e-05,8.4081e-06,5.5606e-06,-9.2075e-06,-5.2473e-06
6.7156e-06,4.0878e-06,-1.0901e-05,7.5251e-06,-1.0086e-06,1.043e-05,9.1284e-06,4.0056e-06,-1.0333e-05,-5.9845e-06
7.6477e-06,4.1596e-06,-1.0458e-05,7.2534e-06,-1.5487e-06,9.6534e-06,9.7895e-06,2.6033e-06,-1.1147e-05,-6.3806e-06
8.2786e-06,3.9977e-06,-9.5272e-06,6.8265e-06,-1.9644e-06,8.7923e-06,1.0315e-05,1.4233e-06,-1.1692e-05,-6.3055e-06
8.5989e-06,3.6444e-06,-8.1046e-06,6.3276e-06,-2.1684e-06,7.8822e-06,1.0658e-05,5.1617e-07,-1.2025e-05,-5.6908e-06
8.6312e-06,3.1442e-06,-6.2342e-06,5.8389e-06,-2.0905e-06,6.9408e-06,1.0806e-05,-9.3812e-08,-1.2198e-05,-4.5446e-06
8.421e-06,2.5445e-06,-4.0157e-06,5.4392e-06,-1.6769e-06,5.9736e-06,1.0789e-05,-4.1604e-07,-1.2247e-05,-2.9509e-06
8.0292e-06,1.9037e-06,-1.5974e-06,5.2058e-06,-8.9503e-07,4.972e-06,1.0661e-05,-4.9257e-07,-1.2188e-05,-1.0585e-06
7.5237e-06,1.2922e-06,8.4062e-07,5.2125e-06,2.5752e-07,3.9146e-06,1.0471e-05,-3.8825e-07,-1.2018e-05,9.3257e-07
6.9617e-06,7.7527e-07,3.1095e-06,5.5171e-06,1.7482e-06,2.7768e-06,1.0247e-05,-1.7642e-07,-1.1742e-05,2.7857e-06
6.3721e-06,3.9295e-07,5.0336e-06,6.1418e-06,3.5132e-06,1.5489e-06,9.9989e-06,7.6574e-08,-1.1381e-05,4.2573e-06
